categorie;nom_recette;ingredients;preparation;nb_etape
dessert;Navettes marseillaises;"['500 g de farine  ', '2 oeuf  ', '200 g de sucre en poudre  ', ""3 cuillère d'huile d'olive  "", ""4 cuillère à soupe de fleur d'oranger  "", ""zeste d'orange hachés menu "", '1 pincée de sel  ']"; Préchauffer le four à 180°C (thermostat 6). Faire un blanc bien mousseux avec les œufs et le sucre. Ensuite, incorporer le sel, la fleur d'oranger, le zeste et l'huile d'olive et mélanger le tout afin de faire une pâte onctueuse. Pour terminer, ajouter la farine petit à petit et terminer le pétrissage à la main. Réserver et laisser reposer votre pâte 1 h. Une fois reposée, découper la pâte en 12 morceaux et former des gros cigares d'une bonne vingtaine de centimètres. A l'aide d'une lame, inciser sur toute la longueur. Enfourner à 180°C pendant 20 min (pas plus). Bon appétit.;9
dessert;Véritable mont blanc à la noix de coco;"['8 oeuf  ', '250 g de farine  ', '300 g de sucre  ', '1 cuillère à soupe de vanille ou un sachet de sucre vanillé ', '1 cuillère à café de cannelle  ', '1 petit verre de rhum  ', 'zeste de citron vert  ', ""1 boîte de lait concentré sucré + avec ce même pot, 2 pots d'eau "", '1 boîte de lait de coco  ', '4 cuillère à soupe de maïzena  ', 'Noix de coco rapée  ']"; Préparation du biscuit: Séparer les blancs et les jaunes.  Battre les blancs très fermes, lorsqu'ils sont bien fermes, tout en continuant à battre, ajouter petit à petit le sucre, puis les jaunes d'oeufs et enfin l'essence de vanille et la cannelle. Ajouter maintenant la farine (tamisée de préférence) Mettre au four environ 20 min, à 150°C (thermostat 5). Laisser refroidir. Astuce: piquer le biscuit, la pointe du couteau doit ressortir sèche. Préparation de la crème au coco: Dans une casserole, mettre le lait de coco, le lait concentré sucré et les 2 pots d'eau. Faire chauffer sur feu doux jusqu'à ébullition. Ajouter la maizena afin d'épaissir la préparation. Laisser refroidir Astuce: la crème doit napper la cuillère, si vous la trouvez trop liquide, rajoutez un peu de maizena. Montage du gâteau: Lorsque le biscuit est bien refroidit, le couper en 2. Imbiber les 2 moitiés avec le rhum, étaler la moitié de la crème sur une des parties, recouvrir avec l'autre moitié. Napper le biscuit avec le reste de la crème, recouvrir avec la pulpe de coco râpée. Astuce: pour une plus jolie décoration, vous pouvez ajouter quelques cerises confites par dessus la noix de coco râpée.;18
dessert;Gâteau au potiron;['500 g de potiron frais ', '100 g de farine  ', '100 g de sucre  ', '2 oeuf  ', '50 g de beurre  ', '1 sucre vanillé  ', '1/2 levure chimique  ', '1/2 verre de crème fraîche  ', '100 g de noix de coco rapée  ']; Préparer d'abord le potiron. Découpez-le en petits dés et faire cuire à la vapeur jusqu'à ce que cela devienne une purée de potiron. Réservez.  Mélanger la farine, la moitié du sucre, la levure et le sucre vanillé.  Faire fondre le beurre.  Ajoutez beurre, farine, jaunes d'oeufs, crème fraîche et purée de potiron. Mélangez énergiquement.  Battre les blancs en neige avec une partie du sucre en poudre et incorporez à la pâte.  Incorporez avec délicatesse la noix de coco sans briser le volume avec une cuillère en acier.  Versez la pâte dans un moule beurré et laissez cuire au four pendant 40 mn (Th 6);7
dessert;Crumble à la rhubarbe;['500 g de rhubarbe (détaillée en tronçons) ', '1 pomme  ', '90 g de beurre mou ', '125 g de farine  ', '60 g de cassonade (ou sucre) ', '1 sachet de sucre vanillé  ']; Malaxez avec les doigts la farine, le beurre et la cassonade.  Lavez et coupez la rhubarbe en tronçons et la pomme en morceaux. Placez les fruits dans un plat à gratin ou dans un moule transparent et les saupoudrer de sucre vanillé.  Egrenez le crumble sur les fruits.  Enfournez à 210°C pendant 25 à 30 mn.;4
dessert;La Pompe de Noël (Provence);"['600 g de farine tamisée ', '1 cube de levure de boulanger (40 g environ) ', '150 g de sucre en poudre  ', '2 oeuf entiers et 1 jaune pour dorer ', ""1 demi d'huile d'olive vierge première pression (100-150 ml) "", ""2 cuillère d'eau de fleurs d'oranger selon le goût de chacun "", ""1 zeste d'orange râpé "", ""1 verre d'eau tiède "", '1 pincée de sel  ']";" Préparation : attention 6 h de repos au total pour la pâte.  Quantités pour 2 pompes (une pour la veille de Noël avec les 13 desserts, la seconde pour le petit dèj’ du matin de Noël). Délayer la levure dans un peu d'eau tiède avec 100 g de farine et une pincée de sucre. Laisser reposer ce levain dans un endroit tiède pendant 2 heures.  Dans un saladier, verser le reste de la farine, l'huile d'olive, le sucre, les œufs entiers, une pincée de sel, l’eau de fleur d'oranger, le zeste d'orange et un demi-verre d'eau. Bien malaxer l'ensemble (on peut utiliser un robot à la vitesse minimum), puis incorporer le levain de façon homogène.  Mettre la pâte en boule dans un saladier, recouvrir d'un torchon et laisser gonfler 3 heures dans un endroit tiède.  Étaler la pâte en disque de 2 cm d'épaisseur environ sur une plaque huilée après l'avoir un peu pétrie à la main pour chasser l'air, pratiquer des entailles rayonnantes à 2 ou 3 cm du centre du disque et laisser reposer encore 1 heure.  Dorer au jaune d'oeuf battu et faire cuire à four moyen, préchauffé à 150°C (thermostat 5), pendant 10 à 15 min, avec un bol d’eau pour humidifier l’air du four et favoriser le gonflement du gâteau Surveiller la fin de la cuisson.  Déguster tiède ou froid le soir de Noël avec les 12 autres desserts. L’autre pompe sera consommée le lendemain au petit déjeuner avec café, chocolat etc....  On peut préférer la pompe de Noël au beurre, dans ce cas remplacer l'huile d'olive par 200 g de beurre fondu et refroidi ; la préparation et les temps de repos de la pâte restant les mêmes.";9
dessert;Cake au yaourt;"['1 yaourt nature (le pot servira de doseur) ', '1 pot de sucre  ', '2.5 pot de farine  ', ""1/2 pot d'huile  "", '2 oeuf  ', '1 sachet de sucre vanillé  ', '1 sachet de levure chimique  ', '1 cuillère à soupe de rhum  ', 'Papier sulfurisé (ou 1 noix de beurre pour le moule) ']";" Dans un saladier, verser le yaourt, les 2 sucres, la farine, la levure, l'huile, les oeufs; puis le rhum. Mélanger au fouet, de façon à ce que ce soit bien lisse.  Tapisser le fond d'un moule à cake avec le papier sulfurisé ou le beurre, y verser la préparation.  Enfourner pendant 30 à 45 min, à 180°C (Th 6); c'est cuit quand la lame du couteau ressort sèche!";3
dessert;Panna cotta framboises et spéculoos;"['75 g de sucre  ', '50 cl de crème liquide  ', '2 feuille de gélatine  ', ""1 gousse de vanille ou de l'extrait de vanille "", '15 cl de coulis de framboise ', '20 framboise  ', '8 spéculoos  ']"; Cette recette nécessite un temps minimum de repos de 5h. Mettre les feuilles de gélatine à tremper dans de l'eau froide. Verser la crème, le sucre et la vanille dans une casserole.  Faire chauffer à feu moyen et remuer régulièrement. Dès les premiers frémissements, couper le feu et ajouter la gélatine essorée. Bien remuer. Verser la préparation dans des coupes pas trop hautes et mettre au frais au minimum 5 heures. Juste avant de déguster, verser deux cuillères à soupe de coulis de framboise sur le dessus de la panna cotta puis ajouter 5 framboises par coupe. Enfin, émietter 2 spéculoos sur le dessus de chaque coupe. Servir bien frais.;9
dessert;Gâteau moelleux à la crème de marron;['1 boîte de crème de marron  ', '1 grosse cuillère de farine  ', '1 cuillère à soupe de rhum ou de cognac ', '50 g de beurre fondu ', '3 oeuf  ', '3 oeuf montés en neige ']; Mélanger tous les ingrédients les uns après les autres (finir par les blancs montés en neige). Mettre dans un moule à manqué au four pendant 30 minutes à 180°C (thermostat 6).;2
dessert;Crème pâtissière sans œufs et sans gluten;['1 l de lait  ', '200 g de sucre  ', '120 g de Fleurs de maïs (type maïzena) ', '1 gousse de vanille (ou 10 g de vanille naturel liquide) ']; Mettre à ébullition 900 ml de lait avec le sucre et la vanille (liquide ou en gousse).  Avec les 100 ml de lait restant verser sur les 120 g de fleurs de maïs.  Une fois le lait porté à ébullition, verser les deux mélanges dans la casserole, bien ralentir la cuisson et ne pas cesser de remuer pour éviter que la crème n'accroche.  Une fois épaissie, mettre la crème à refroidir au réfrigérateur. Déguster bien froide dans des éclairs ou autre pâtisserie.;5
dessert;Bûche de Noël crème pâtissière et chocolat;"['150 g de farine  ', '120 g de sucre en poudre  ', '1 sachet de sucre vanillé (ou en poudre) ', '6 oeuf  ', '1 pincée de sel  ', '75 cl de lait  ', '6 cuillère à soupe de sucre en poudre  ', '1 sachet de sucre vanillé (ou 1 gousse de vanille) ', ""3 jaune d'oeuf + 1 œuf entier "", ""75 g de farine (pour qu'elle soit un peu épaisse) "", '100 g de chocolat  ', '20 cl de crème fraîche  ', '1 cuillère à soupe de sucre  ']"; Préparer le biscuit la veille.  Chauffer le four à 210°C (thermostat 7). Recouvrir la plaque du four d'une feuille de papier sulfurisé beurré.  Travailler au batteur électrique les jaunes d'œufs, le sucre et le sucre vanillé, jusqu'à ce que le mélange blanchisse. Dans un autre récipient, battre les blancs en neige ferme avec les fouets (bien nettoyés entre temps). Incorporez délicatement au mélange (sucres + jaunes) la moitié de la farine et la moitié des blancs en neige, puis le reste de farine et enfin le reste des blancs. Utiliser une marise ou une cuillère en bois. Versez la pâte au centre de la plaque et l'étaler en un rectangle de 1 cm d'épaisseur.  Faites cuire à four chaud pendant 8 à 10 min.  Sortez la plaque du four, retournez le biscuit sur un linge humide et retirez le papier sulfurisé (s'il est dur à retirer, badigeonnez le papier d'eau et attendez 2 min).  Recouvrez le biscuit d'un deuxième linge humide et attendez 1 à 2 min pour que le biscuit refroidisse un peu et que sa surface ramollisse.  Retirez le linge du dessus et roulez délicatement le biscuit avec le linge restant et le laisser ainsi pendant la nuit. Ainsi, il gardera toute sa souplesse lorsqu'on le garnira.  Préparez également la crème pâtissière la veille, pour qu'elle soit bien froide au moment de garnir.  Faites bouillir le lait avec le sucre vanillé (ou la gousse de vanille).  Pendant ce temps, battez le sucre en poudre, les jaunes d'œufs et l'œuf jusqu'à ce que le mélange commence à blanchir. Rajoutez la farine et mélangez encore.  Versez le lait bouillant dans le mélange en plusieurs fois (2 ou 3) et en mélangeant bien.  Remettez le tout dans la casserole et faites épaissir à feu doux.  Le jour même, garnir le biscuit avec la crème pâtissière, puis le rouler.  Recouvrez de la ganache au chocolat, préparée en faisant fondre le chocolat avec la crème fraîche et le sucre jusqu'à obtenir un mélange homogène (bien tourner pour ne pas que ça attache).  Laissez refroidir, puis décorer de figurines, meringues et autres décorations de Noël, puis mettez au frais deux heures (une heure au minimum) avant de servir.;18
dessert;Crêpes marocaines;"['500 g de semoule fine  ', '1 cuillère de sel  ', '50 cl de lait  ', ""3 jaune d'oeuf  "", '40 g de levure boulangère ', ""15 cl d'eau  ""]"; Dans un saladier, mettre eau, lait tiède, œufs, levure et semoule. Bien mélanger le tout pour obtenir une pâte liquide mais onctueuse. Laisser la pâte lever et procéder à la cuisson : à l'aide d'une louche remplie à moitié, verser la pâte dans une poêle non adhésive préalablement chauffée et non beurrée (très important pour la réussite de vos crêpes) et sur feu moyen. Faites cuire d'un côté seulement, vous obtiendrez la formation des fameux mille trous !!! Une fois cuite, retirez la crêpe délicatement et procédez de la même façon pour les autres crêpes jusqu'à épuisement de la pâte. Beurrez les crêpes en fin de cuisson. Bon appétit !;6
dessert;Dame blanche;['150 g de chocolat noir pâtissier ', '4 boule de glace vanille  ', 'Crème chantilly sucrée ', '4 meringue (facultatif) ']; 1) Faites fondre le chocolat au bain-marie (surtout pas de beurre!!!).  2) Mettez les boules de glace à la vanille dans chaque coupe.  3) Dans 4 coupes disposez les 4 petites meringues (vous pouvez les concasser si vous préférez).  4) Nappez du chocolat fondu au bain-marie.  5) Décorez avec de la crème chantilly (pas trop quand même!!!).  6) Savourez !!!!!!!!!!!;6
dessert;Gâteau anniversaire en circuit automobile;['6 oeuf  ', '300 g de sucre  ', '100 g de farine  ', '200 g de chocolat noir dessert ', '1 sachet de levure chimique  ', '180 g de beurre  ', '200 g de chocolat dessert ', '10 cl de crème liquide  ', 'Mini smarties  ', 'Carensac® blancs ', 'Réglisse  ', 'Frite bonbon ', 'Praliné en miettes (pour le sable) ']; Faire préchauffer le four à 200°C (thermostat 7). Dans un saladier, mélanger à l'aide d'un fouet les œufs et le sucre. Ajouter la farine et la levure puis mélanger à nouveau. Couper en petits dés le beurre et le chocolat, puis faire fondre au micro-onde (600 watts) pendant 2 min 30.  Remuer avec une cuillère à soupe lorsque le beurre est fondu (la consistance doit être liquide et brillante). Ajouter le mélange beurre-chocolat à la préparation puis mélanger le tout au fouet. Verser ce mélange dans un moule à manquer. Mettre au four pendant environ 30 min (piquer le gâteau avec un couteau pour vérifier la cuisson : il doit ressortir impeccable). Laisser refroidir à la sortie du four. Renouveler l'opération 3 fois afin d'obtenir les trois gâteaux. Une fois les 3 gâteaux réalisés, poser 2 gâteaux l'un à côté de l'autre sur un support recouvert de papier aluminium.  Couper le troisième en deux, et le disposer en biais sur les deux autres pour obtenir un pont. Réaliser le nappage chocolat : faire chauffer jusqu'à ébullition la crème liquide. Retirer du feu et verser sur le chocolat coupé en petits morceaux. Remuer. A l'aide du cuillère à soupe, recouvrir l'ensemble des gâteaux avec le nappage. Pour la décoration : Décorer le tout avec les bonbons de façon à former un circuit automobile. Armez vous de patience, mais c'est assez simple à réaliser et le résultat est magique !!!;16
dessert;Jafa Biscuit (gâteau bosniaque);"['3 oeuf  ', '12 cuillère à soupe de sucre en poudre  ', '12 cuillère à soupe de lait  ', ""10 cuillère à soupe d'huile  "", '12 cuillère à soupe de farine  ', '1/2 sachet de levure chimique  ', ""1 verre de jus d'orange  "", '1 cuillère à soupe de confiture de fruits rouges (ex: framboises, groseilles...) ', '2 orange  ', '1 tablette de chocolat (250 g) ']"; Faire la pâte, en mélangeant dans un saladier tous les ingrédients. Commencer par la farine et la levure, puis le sucre, et enfin délayer avec l'huile et le lait. Divisez la pâte en deux (en faire une un peu plus épaisse), et faites-la cuire dans 2 plats allant au four (de préférence de forme carré), durant environ une vingtaine de minutes. Les gâteaux doivent être juste colorés. Pendant la cuisson préparez la garniture à l'orange : Mixez une orange entière non traitée de préférence (avec la peau), ainsi qu'une orange pelée. Ajoutez à ce mélange la confiture et le jus d'orange. Mélangez bien. Quand les gâteaux sont cuits, mixez en 1, en entier (comme pour les oranges). Ajoutez le gâteau mixé au mélange à base d'orange (vous devez obtenir une pâte assez compacte). Quand le deuxième gâteau est cuit, présentez-le sur un plat de service, et disposez dessus, à l'aide d'une spatule, le mélange à base d'orange. Enfin, par dessus le mélange d'orange, versez le chocolat que vous aurez fait fondre au préalable. Réservez ce gâteau au réfrigérateur, environ 2 h avant de le déguster, c'est meilleur!;10
dessert;Mugcake au yaourt;['2 cuillère à soupe de yaourt  ', '3 cuillère à soupe de farine  ', '2 cuillère à soupe de sucre  ', '1 sachet de sucre vanillé  ', '1 oeuf  ', '1 cuillère à soupe de beurre  ']; Après avoir fait fondre le beurre dans le mug, c’est très simple. Il suffit de bien le mélanger avec le reste des ingrédients : la farine, le sucre et le sucre vanillé ainsi que le yaourt. Après c’est comme vous souhaitez, soit vous le mettez 2 min au micro-ondes soit vous êtes gourmand(e) et vous pouvez ajouter un coeur au mugcake : chocolat, lemon curd, coulis... C'est vous qui décidez.;2
dessert;Entremets Saveurs du Nord (mousse poire, chocolat et nappage caramel);['4 oeuf  ', '120 g de sucre  ', '120 g de farine  ', '1 cuillère à café de levure alsacienne ', '40 g de sucre en poudre  ', '1 cuillère à soupe de sucre glace (ou en poudre) ', '20 cl de crème liquide  ', '2 oeuf  ', '100 g de chocolat  ', '2 feuille de gélatine  ', '300 g de poire au sirop ', '15 cl de crème liquide  ', '3 feuille de gélatine  '];" • Entremets «saveurs du Nord» : Fond de génoise, mousse poire, mousse chocolat, nappage caramel au beurre salé, le tout entouré de pain d'amandes (ou de spéculos). • Pour le biscuit : Bien battre les jaunes avec le sucre, ajouter alternativement la farine mélangée avec la levure et les blancs battus en neige bien ferme. Faire cuire sur une plaque spéciale pour biscuits roulés, 10 minutes à 210°C (thermostat 7).  Démouler. Laisser refroidir.  Découper un rond de biscuit à la dimension du moule (20 cm de diamètre) ou prendre un cercle à bavarois. • Mousseline chocolat caramel : Faire tremper la gélatine dans l'eau froide.  Faire chauffer dans une casserole à feu très doux 40 g de sucre à sec jusquà ce qu'il devienne caramel.  Hors du feu verser très doucement 5 cl de crème tiédie, mélanger. Si le caramel n'est pas complètement fondu, remettre sur feu très doux en mélangeant.  Incorporer la gélatine égouttée.  Verser ce caramel sur les jaunes d'oeufs en fouettant vigoureusement. Monter la crème restante en chantilly, la  mélanger à la préparation.  Incorporer tour à tour le chocolat fondu au bain marie puis les blancs montés en neige auxquels vous aurez ajouté le sucre glace. Verser cette mousse sur la génoise placée dans le cercle ou dans le moule. Mettre au réfrigérateur. • Bavarois de poires : Faire ramollir la gélatine dans l'eau froide, faire bouillir un peu de sirop des poires dans une petite casserole, ajouter la gélatine, elle fond tout de suite, la mélanger aux poires mixées.  Battre la crème en chantilly, ajouter un peu de sucre et battre encore un peu, l'incorporer à la purée de poires. Sortir l’entremets du réfrigérateur, normalement la mousse au chocolat a commencé à prendre, verser la mousse de poires au-dessus. Laisser refroidir au frigo toute la nuit (important si on le fait dans un moule à gâteau, personnellement je l’ai fait dans une boîte en plastique à bords droits) Retourner le gâteau (la génoise est au-dessus) sur une assiette. Poser délicatement le plat de service dessus et retourner une seconde fois. C’est déjà magnifique, on voit deux couches de couleurs différentes. Recouvrir le dessus de Etape 24"" class=""lientexte"" target=""_blank"">nappage au caramel au beurre salé du site (faire cette recette en multipliant les quantités par 3. Elle peut être faite à l’avance, si elle a durci, la mettre au bain marie elle redevient fluide). Pour finir, j’ai collé les pains d’amande sur le pourtour (style charlotte) avec cette crème de caramel (les coller à la dernière minute pour ne pas les ramollir).     ";24
dessert;Compote de pêches;"['1.5 kg de pêche jaunes ', ""2 goutte d'extrait d'amande amère  "", '150 g de sucre selon le goût ', '1 pincée de muscade  ', '1 pincée de cannelle  ']"; Couper les pêches en quartiers, les dénoyauter. Mettre tous les ingrédients dans une casserole. Couvrir. Laisser cuire à feu moyen pendant 1 heure approximativement (il fait que les fruit s'écrasent). Retirer du feu et mixer. Laisser refroidir et mettre au réfrigérateur minimum 2 h avant de servir.;4
dessert;Crème chibouste;['150 g de crème pâtissière  ', '20 cl de crème liquide  ']; La recette est très simple. Il suffit de monter la crème liquide en Chantilly et de l'incorporer délicatement à la crème pâtissière froide. Réserver au réfrigérateur.;3
dessert;Meringue facile;"[""4 blanc d'oeuf  "", '300 g de sucre  ']"; Préchauffer le four à 120°C (thermostat 4).Mélanger les 4 blancs d'oeufs avec 150 g de sucre en les montant en blanc ferme. Une fois qu'ils sont fermes, incorporer les 150 g de sucre restants et mélanger délicatement afin d'éviter de casser les blancs. Sur un plan, mettre une feuille de papier sulfurisé, déposer un peu de meringue en écartant suffisamment les petits tas pour éviter qu'ils ne collent entre eux. Cuire 20 min à 120°C (thermostat 4), puis 1 h à 100°C (thermostat 3-4). C'est long comme cuisson mais quel plaisir de manger des meringues faites maison.;5
dessert;Cake aux raisins secs;['250 g de raisins secs  ', '2 cl de rhum  ', '3 oeuf  ', '200 g de farine  ', '150 g de sucre  ', '200 g de beurre  ', '5 g de levure chimique  ']; On laisse tremper les raisins secs dans de l'eau avec du rhum. On sépare les blancs des jaunes d'oeufs. On mélange les jaunes et le sucre. Puis on ajoute le beurre mou, la farine et la levure (qu'on a délayée dans un peu d'eau). On laisse reposer une heure. Ensuite, il faut battre les blancs en neige (assez fermes) et égoutter les raisins. Alors, on ajoute délicatement les blancs et les raisins au mélange précédent. Verser cette pâte dans un moule bien beurré, et mettre au four 45 min à 180°C (thermostat 6).;4
dessert;Brochettes de fruits exotiques;['1 ananas (1 kg) ', '3 orange  ', '3 banane  ', '3 mangue  ', '200 g de noix de coco rapée  ', '2 citron vert  ', '100 g de cassonade  ', '2 cuillère à soupe de rhum  ', '40 cl de crème fleurette  ', '1 cuillère à café de vanille liquide ', '100 g de sucre glace  ']; Tout d'abord il faut préparer les fruits : éplucher l'ananas, peler les oranges à vif, les couper en cubes de 3 cm, éplucher les bananes, les découper en tronçons, peler les mangues et les couper en morceaux.  Pressez le jus des citrons et en arroser immédiatement les fruits préparés.  Mettez ensuite ces fruits dans une jatte et ajoutez y le sucre et le rhum. Vous couvrez et laissez macérer au minimu 1 h.  Vous enfilerez ensuite les fruits sur les brochettes en bois en les alternant et en veillant à mélanger les parfums.  Roulez ensuite chaque brochette dans la noix de coco râpée et disposez les sur un plat que vous pourrez décorer si vous le souhaiter avec de la menthe fraîche.  Placez le tout au frais.  A servir avec une crème chantilly vanillée.;7
dessert;Streusel (Alsace);"['500 g de farine  ', '150 g de beurre mou ', '125 g de sucre  ', '1 sachet de levure de boulangerie (type Vahiné super active) ', '20 cl de lait tiède ', '3 oeuf  ', '1 pincée de sel  ', ""1 jaune d'oeuf  "", '150 g de beurre mou ', '150 g de farine  ', '150 g de sucre  ', '2 pincée de cannelle en poudre ', ""125 g de poudre d'amande ou noisettes ""]"; Versez la farine dans un saladier et incorporez au centre le sucre, le sel, la levure, le beurre, les oeufs, et le lait tiède. Mélangez jusqu'à obtention d'une pâte homogène. Couvrez d'un linge et laissez reposer 1h.  Pendant ce temps, préparez le streussel... Mélangez tous les ingrédients. Vous devez obtenir une pâte en grumeaux genre crumble. Réservez au réfrigérateur. Après 1 heure de repos, déposez votre pâte à brioche dans un moule (genre moule à tarte) beurré et fariné. Recouvrez d'un linge et patientez 30 mn. Préchauffez votre four à thermostat 7. Dorez le dessus de la brioche avec le jaune d'oeuf battu. Dispersez le streusel sur le dessus (plus les grumeaux sont gros, meilleur c'est!). Faites cuire 40 mn.;7
dessert;Vosgienne ou forêt noire aux framboises;['8 oeuf  ', '400 g de sucre  ', '200 g de farine  ', '2 cuillère à soupe de cacao non sucré ', '1 l de crème fleurette  ', '4 paquet de fixe chantilly  ', '4 paquet de sucre vanillé  ', '4 cuillère à soupe de sucre  ', '500 g de framboise surgelées ', '1 petit verre de schnaps framboise ', '100 g de chocolat noir pour les copeaux ']; Commencez par les copeaux (J-2). Faites fondre le chocolat, versez-le sur une plaque de marbre. Laissez refroidir puis râpez avec un couteau à grande lame, du plus loin vers vous, faites ainsi les copeaux que vous réservez dans une boîte au frais. Le biscuit (J-2). Préchauffez votre four à 180°C (thermostat 6). Fouettez 8 jaunes d'œufs avec le sucre jusqu'à doublement de la masse. Battez les 8 blancs en neige ferme avec 1 pincée de sel. Important : ajoutez alors 1/4 des blancs au mélange jaune-sucre et 1 cuillère à soupe d'eau. Battez à nouveau 10 minutes ensemble au batteur électrique le mélange jaunes-sucre et le 1/4 de blanc en neige. Et là seulement, ajoutez la farine tamisée ainsi que le cacao,  puis incorporez délicatement le reste des blancs en neige. Beurrez grassement un moule à biscuit de 28 cm à fond amovible, versez-y la masse. Faîtes cuire au four entre 150°C et 200°C (thermostat 5-7) pendant 40 min. La chantilly (J-1). Sortez la crème du réfrigérateur au moment de la battre, après quelques minutes ajoutez le fixateur mélangé aux sucres et continuez à battre jusqu'à consistance ferme. Réservez la chantilly au frais. Montage du gâteau (J-1). Coupez le biscuit dans la hauteur en 3 si possible, sinon en deux, avec un couteau à grande lame fine. Posez la base sur un carton de la taille du gâteau, mettez quelques gouttes d'eau de vie de framboise ou de kirsch. Tartinez de crème chantilly sur 1 cm environ puis piquez les framboises encore congelées dans la crème. Posez la deuxième partie de biscuit et recommencez. Eventuellement la troisième partie de même. Gardez la moitié de la chantilly pour enrober tout le biscuit et servez-vous-en pour égaliser et boucher les « trous «   Décorez avec des copeaux de chocolat et des framboises, gardez la vosgienne au frais jusqu'au moment de servir.;23
dessert;Compote de pommes de ma grand'mère;"['1.5 kg de pomme  ', ""20 cl d'eau  "", '600 g de sucre en poudre  ', '1 citron  ', ""2 cuillère à soupe d'extrait de vanille (facultatif) ""]"; Eplucher les pommes et enlever les pépins, les couper en petits morceaux. Les mettre à cuire 20 min avec l'eau, le jus de citron. Après cette première cuisson rajouter le sucre et la vanille et faire cuire de nouveau 10 min. A la fin mixer au mixer à soupe. On peut congeler cette compote dans des pots de verre en ne les remplissant qu'aux 3/4 ou dans des barquettes alu ou plastique.;4
dessert;Christmas pudding traditionnel;"['2 cuillère à soupe de lait  ', '225 g de cassonade  ', '1 cuillère à café de gingembre (on peut aussi utiliser du gingembre confit qu’on se procurera en même temps que le raisin et les écorces) ', '1/2 muscade  ', ""20 cuillère à café d'eau de vie de fruit "", '3 oeuf  ', '175 g de raisin de Corinthe ', '175 g de raisin de Smyrne ', '125 g de raisin de Malaga ', '125 g de fruit confit  ', '175 g de graisse de boeuf (on trouvera se produit en Angleterre sous forme de granules : ATORA Shredded Suet) ', '125 g de mie de pain  ', '125 g de farine  ', ""25 g d'amande en poudre ""]"; Couper les écorces et fruits mélangés en petits morceaux. Préparer une grande bassine dans laquelle on introduit dans l'ordre et en les mélangeant: le lait, les oeufs, l'alcool, le sucre, la farine, la graisse, les amandes en poudre, la muscade, les raisins, les écorces et fruits mélangés. Préparer un bol en le graissant avec une huile végétale. Verser la mixture dans le bol. Mettre le bol avec une assiette posée dessus dans une casserole remplie d'eau pour une cuisson au bain marie. Porter l'eau à ébullition puis réduire pour laisser mijoter pendant 6 heures en veillant bien à compléter l'eau au fur et à mesure de l'évaporation. Après cuisson, laisser refroidir puis envelopper le pudding avec un torchon propre. Pour qu'il soit meilleur, le pudding devra être préparé minimum 3 mois avant consommation. Il pourra être aussi conservé de nombreux mois et s’affiner comme un bon vin ou un fromage (par exemple 18 mois). Remettre le pudding au bain marie pendant 2 heures avant consommation et le flamber au rhum au dernier moment devant les convives. Nos amis Anglais le consomme de préférence avec un Brandy butter. Je conseille pour ma part de servir une sauce Custard que l’on trouvera en poudre ou bien liquide.;9
dessert;Tourte aux Daims (presque comme chez Ikea);"[""150 g d'amande finement moulues "", '150 g de sucre glace  ', '1 cuillère à café de levure chimique  ', ""4 blanc d'oeuf  "", '1 pincée de sel  ', '1 oeuf (gros) ', '40 g de sucre glace  ', '1 cuillère à café de sucre vanillé  ', '125 g de beurre ramolli ', '100 g de daim ou de Daims concassés ', '150 g de chocolat au lait  ', ""4 cuillère à soupe d'eau  "", '20 g de beurre  ']"; Mélanger les amandes moulues, le sucre glace et la levure chimique. Saler les blancs d’œufs et les battre en neige très ferme. Mélanger délicatement. Mettre la préparation dans un moule à charnière de 20 à 22cm de diamètre, garni d’un papier sulfurisé graissé. Faire cuire 30 à 40 minutes à 175°C (thermostat 5-6). Le biscuit doit légèrement dorer, sans durcir. Laisser refroidir, démouler, couper en deux dans la hauteur. Crème au beurre : Fouetter au bain-marie l’œuf et les sucres pendant 10 minutes, comme pour une génoise. Retirer du feu et continuer à battre quelques minutes pour faire refroidir la préparation. Battre le beurre en crème et l’incorporer à la masse refroidie. Glaçage au chocolat :  Faire fondre au four à  micro-ondes ou au bain-marie tous les ingrédients pour obtenir un chocolat coulant et lisse. Remuer hors du feu pour faire refroidir sans laisser épaissir. Montage de la tourte : Déposer la 1ère couche de biscuit sur un plat rond et la tartiner de la moitié de la crème au beurre. Déposer la 2ème couche de biscuit et tartiner à nouveau de crème au beurre. Répartir les Daims sur la crème. Verser doucement le glaçage pour recouvrir la tourte sans déplacer les Daims. Conserver au réfrigérateur.;16
dessert;Gâteau zébré;['6 oeuf  ', '250 g de sucre en poudre  ', '300 g de farine  ', '1 sachet de levure chimique  ', '1 sachet de sucre vanillé  ', '1/4 huile  ', '1/8 eau  ', '60 g de nesquik  ']; Faire mousser les jaunes d'oeufs avec l'eau froide. Ajouter le sucre et le sucre vanillé et battre 5 minutes. Mettre l'huile, la farine puis la levure chimique. Incorporer les blancs neige et remuer délicatement. Diviser la pâte en deux. Mettre le nesquik dans une des deux pâtes. Beurrer le moule. Commencer au centre par une louche de pâte vanillée puis une de chocolat, ainsi de suite... Cuire 50 min à 150°C (thermostat 5).;7
